country,countryiso3code,year,population,gdp_per_capita_usd,inflation_pct,gdp_total_usd,pop_abs_change,pop_pct_change,gdp_pc_abs_change_usd,gdp_pc_pct_change,pop_cagr_25y,gdp_pc_cagr_25y,inflation_ma_5y,inflation_cum_5y,rate_usd_to_eur_avg,gdp_per_capita_eur,gdp_total_eur,gdp_pc_abs_change_eur
Austria,AUT,1960,7047539,939.914814681174,1.94574935198645,6624086313.143346,,,,,0.5679446716210901,3.678170529405489,1.94574935198645,1.9457493519864588,0.9397916923076923,883.3241343142915,6225261286.221208,
Austria,AUT,1961,7086299,1036.72820436083,3.54223986727557,7346566037.833945,38760.0,0.549979219696417,96.81338967965598,10.300230208893545,0.5679446716210901,3.678170529405489,2.74399460963101,5.556912328525354,0.9397916923076923,974.3085536393795,6904241729.346182,90.98441932508797
Austria,AUT,1962,7129864,1093.01419061569,4.38179863851178,7793042529.159946,43565.0,0.6147778974610052,56.28598625486006,5.429194075949906,0.5679446716210901,3.678170529405489,3.2899292859246003,10.182203675791746,0.9397916923076923,1027.205655915042,7323836626.705045,52.89710227566245
Austria,AUT,1963,7175811,1172.55744626178,2.70876699499833,8414050621.017189,45947.0,0.6444302443917582,79.54325564608985,7.277422043467108,0.5679446716210901,3.678170529405489,3.1446387131930327,13.166782843323443,0.9397916923076923,1101.959746750344,7907454872.288334,74.75409083530218
Austria,AUT,1964,7223801,1275.45715281679,3.86856354936629,9213648655.97508,47990.0,0.6687745817162583,102.8997065550102,8.775664414827933,0.5679446716210901,3.678170529405489,3.289423680427684,17.54471175439076,0.9397916923076923,1198.6640361116422,8658910462.727316,96.70428936129798
Austria,AUT,1965,7270889,1381.07725824421,4.93091637676269,10041659445.117987,47088.0,0.6518451989472096,105.62010542741996,8.280960688813632,0.5679446716210901,3.678170529405489,3.886457085382932,20.986646309744494,0.9397916923076923,1297.924933732994,9437068123.504955,99.26089762135189
Austria,AUT,1966,7322066,1494.04911382106,2.05482059257987,10939526218.639313,51177.0,0.7038616598327829,112.97185557684998,8.179980873805226,0.5679446716210901,3.678170529405489,3.5889732304437922,19.248632240002685,0.9397916923076923,1404.094945068702,10280875858.05941,106.17001133570805
Austria,AUT,1967,7376998,1577.14147705169,3.97467292898832,11634569521.927362,54932.0,0.7502254145209886,83.09236323062987,5.561555002574137,0.5679446716210901,3.678170529405489,3.5075480885391004,18.78352065308182,0.9397916923076923,1482.184457727061,10934071780.283615,78.08951265835911
Austria,AUT,1968,7415403,1685.66211669148,2.76486447339768,12499863917.10035,38405.0,0.5206047229509903,108.52063963979003,6.8808436794559835,0.5679446716210901,3.678170529405489,3.5187675842189696,18.848397841066735,0.9397916923076923,1584.1712533044526,11747268264.267597,101.98679557739152
Austria,AUT,1969,7441055,1834.0780781796,3.08040419539532,13647475854.028704,25652.0,0.34592860293634065,148.41596148812005,8.80460918107493,0.5679446716210901,3.678170529405489,3.361135713424776,17.946570827560592,0.9397916923076923,1723.6513409168463,12825784428.586004,139.48008761239362
Austria,AUT,1970,7467086,2050.7051537705,4.37282441582139,15312791743.84755,26031.0,0.34982942606929246,216.62707559090018,11.811224296727406,0.5679446716210901,3.678170529405489,3.249517321236516,17.319253014351865,0.9397916923076923,1927.2356668860848,14390834466.905748,203.58432596923848
Austria,AUT,1971,7500482,2371.65247955003,4.70425813828696,17788536733.12037,33396.0,0.4472427396711387,320.9473257795298,15.650583663352302,0.5679446716210901,3.678170529405489,3.779404830377934,20.364969345689342,0.9397916923076923,2228.8592973220575,16717519040.09674,301.6236304359726
Austria,AUT,1972,7544201,2912.59577111524,6.35514612686787,21973207929.043365,43719.0,0.582882540082097,540.9432915652101,22.808708115104714,0.5679446716210901,3.678170529405489,4.255499469953844,23.120694133462383,0.9397916923076923,2737.2333087446195,20650238265.06447,508.3740114225622
Austria,AUT,1973,7586115,3875.48305618551,7.53107803827116,29399860144.774742,41914.0,0.5555790467406618,962.8872850702701,33.059420556034745,0.5679446716210901,3.678170529405489,5.208742182928541,28.831006948086447,0.9397916923076923,3642.146779882368,27629744319.06733,904.9134711377485
Austria,AUT,1974,7599038,4612.61920779656,9.52178819742238,35051468639.57595,12923.0,0.17035069993007745,737.1361516110496,19.020497339926056,0.5679446716210901,3.678170529405489,6.497018983333952,36.88151852298682,0.9397916923076923,4334.901211266096,32941079030.65709,692.754431383728
Austria,AUT,1975,7578903,5264.91772004051,8.44525863917974,39902300703.16818,-20135.0,-0.2649677498651748,652.2985122439504,14.141607682277169,0.5679446716210901,3.678170529405489,7.311505828005622,42.2223817572462,0.9397916923076923,4947.925933977628,37499850704.80085,613.0247227115321
Austria,AUT,1976,7565525,5656.1451383787,7.31868545106923,42791707448.03252,-13378.0,-0.17651631113367872,391.22741833818964,7.430836323405621,0.5679446716210901,3.678170529405489,7.834391290562076,45.77362299582124,0.9397916923076923,5315.598211534845,40215291159.32216,367.6722775572167
Austria,AUT,1977,7568430,6783.95142193665,5.49461568127666,51343861460.328,2905.0,0.03839786399488787,1127.8062835579503,19.939486274944308,0.5679446716210901,3.678170529405489,7.662285201443834,44.59415359240937,0.9397916923076923,6375.50118735502,48252534451.41336,1059.9029758201752
Austria,AUT,1978,7562305,8173.32926347245,3.57431857551221,61809208755.80403,-6125.0,-0.08092827706670525,1389.3778415358001,20.480362477878234,0.5679446716210901,3.678170529405489,6.8709333088920435,39.27360537580205,0.9397916923076923,7681.2269403067585,58087780896.816505,1305.7257529517383
Austria,AUT,1979,7549425,9755.4044562579,3.7074009635341,73647694287.1848,-12880.0,-0.17031844126890183,1582.0751927854499,19.356557674189467,0.5679446716210901,3.678170529405489,5.708055862114388,31.879727989003513,0.9397916923076923,9168.048063092616,69213491248.71297,1486.8211227858565
Austria,AUT,1980,7549433,10826.9718274995,6.32832536226101,81737498404.59503,8.0,0.0001059683353288321,1071.5673712415992,10.98434591867905,0.5679446716210901,3.678170529405489,5.284669206730642,29.305336187700306,0.9397916923076923,10175.098176333462,76816221950.65167,1007.0501132408477
Austria,AUT,1981,7568710,9348.48832395232,6.80304177599257,70755997062.38116,19277.0,0.25534367945247993,-1478.4835035471788,-13.655558794306355,0.5679446716210901,3.678170529405489,5.18154047171531,28.684051287697976,0.9397916923076923,8785.631662485854,66495898220.1733,-1389.4665138476091
Austria,AUT,1982,7574140,9373.48820626125,5.43603082512847,70996111962.5716,5430.0,0.07174274083694421,24.999882308929955,0.26742165623587777,0.5679446716210901,3.678170529405489,5.169823500485672,28.612588525503234,0.9397916923076923,8809.126344188457,66721556208.571556,23.49468170260242
Austria,AUT,1983,7561910,9500.05070417494,3.33916453409534,71838528420.40753,-12230.0,-0.16147047717628427,126.5624979136901,1.3502177111520686,0.5679446716210901,3.678170529405489,5.122792692202298,28.320587859847855,0.9397916923076923,8928.068728285452,67513252197.10905,118.9423840969956
Austria,AUT,1984,7561434,8955.84829191534,5.66318573909351,67719055773.330574,-476.0,-0.006294705967146985,-544.2024122596013,-5.728415870669446,0.5679446716210901,3.678170529405489,5.51394964731418,30.740544871550114,0.9397916923076923,8416.631822310073,63641806026.69734,-511.4369059753791
Austria,AUT,1985,7564985,9136.17092559695,3.18951681805193,69114996009.57704,3551.0,0.04696199160105774,180.32263368161148,2.013462352241868,0.5679446716210901,3.678170529405489,4.886187938472363,26.881088438664168,0.9397916923076923,8586.097535379095,64953699063.67981,169.46571306902172
Austria,AUT,1986,7569794,13031.8281010744,1.70544456731973,98648254168.54439,4809.0,0.06356919412264794,3895.6571754774486,42.63993315364674,0.5679446716210901,3.678170529405489,3.866668496737796,20.825187113167477,0.9397916923076923,12247.20378497165,92708809728.25569,3661.106249592556
Austria,AUT,1987,7574586,16328.5613047296,1.4019527178397,123682091858.94655,4792.0,0.06330423258544826,3296.7332036551998,25.297549799505138,0.5679446716210901,3.678170529405489,3.0598528752800425,16.202305937464768,0.9397916923076923,15345.44626152173,116235402416.27483,3098.2424765500805
Austria,AUT,1988,7585317,17509.7658683817,1.91571684671258,132817124707.45546,10731.0,0.14167110915368486,1181.2045636520998,7.233978190778889,0.5679446716210901,3.678170529405489,2.77516333780349,14.601674614374737,0.9397916923076923,16455.532497357908,124820430396.26138,1110.086235836176
